index,age,gender,occupation,original_pred,counterfactual_pred,ground_truth,changed,fair_pred
4496,18,Male,20,0,0,1,False,0
4497,35,Male,14,1,1,0,False,1
4498,56,Male,1,1,1,0,False,1
4499,18,Male,14,1,1,1,False,1
4500,25,Male,7,1,1,1,False,1
4501,18,Female,4,1,1,1,False,1
4502,25,Male,14,0,0,0,False,0
4503,25,Male,0,1,1,0,False,1
4504,25,Male,4,1,1,0,False,1
4505,50,Male,20,1,1,1,False,1
4506,50,Male,20,1,1,1,False,1
4507,35,Male,12,1,1,0,False,1
4508,25,Male,7,1,1,1,False,1
4509,25,Female,1,1,0,1,True,0
4510,25,Male,12,1,1,1,False,1
4511,18,Male,12,1,1,0,False,1
4512,50,Male,16,1,1,1,False,1
4513,25,Male,16,0,0,1,False,0
4514,18,Male,4,1,1,1,False,1
4515,50,Female,6,1,1,0,False,1
4516,25,Male,4,1,1,0,False,1
4517,18,Male,4,1,1,0,False,1
4518,35,Male,17,0,0,0,False,0
4519,25,Female,20,1,1,1,False,1
4520,25,Male,4,1,1,0,False,1
4521,25,Male,14,1,1,0,False,1
4522,45,Male,17,1,1,0,False,1
4523,35,Male,16,1,1,1,False,1
4524,25,Male,1,1,1,1,False,1
4525,18,Male,12,1,1,0,False,1
4526,35,Male,7,1,1,0,False,1
4527,25,Female,11,1,1,1,False,1
4528,50,Female,1,1,0,1,True,0
4529,45,Male,2,1,1,0,False,1
4530,18,Female,20,1,1,0,False,1
4531,35,Female,12,1,1,1,False,1
4532,25,Male,7,1,1,0,False,1
4533,25,Female,3,1,0,1,True,0
4534,25,Male,20,0,1,0,True,1
4535,18,Male,7,1,1,1,False,1
4536,50,Male,0,1,1,0,False,1
4537,50,Male,19,0,1,1,True,1
4538,18,Male,18,0,0,0,False,0
4539,45,Male,15,1,1,1,False,1
4540,45,Male,0,1,1,1,False,1
4541,25,Male,14,1,1,1,False,1
4542,18,Male,0,0,0,1,False,0
4543,18,Male,4,1,1,1,False,1
4544,25,Male,0,1,1,0,False,1
4545,25,Male,1,1,1,0,False,1
4546,18,Male,6,1,1,0,False,1
4547,35,Male,12,1,1,0,False,1
4548,18,Male,4,1,1,1,False,1
4549,35,Male,14,1,1,0,False,1
4550,18,Male,4,1,1,1,False,1
4551,18,Female,4,1,0,1,True,0
4552,35,Male,7,1,1,0,False,1
4553,35,Male,17,0,0,0,False,0
4554,25,Male,1,1,1,0,False,1
4555,25,Male,17,1,1,1,False,1
4556,25,Female,4,1,1,0,False,1
4557,35,Male,5,1,1,0,False,1
4558,25,Male,15,1,1,0,False,1
4559,45,Male,7,1,1,0,False,1
4560,25,Female,14,1,1,1,False,1
4561,56,Male,16,1,1,0,False,1
4562,18,Male,4,0,0,0,False,0
4563,25,Female,7,1,1,1,False,1
4564,18,Male,16,1,1,0,False,1
4565,45,Female,3,1,1,0,False,1
4566,35,Male,7,1,1,1,False,1
4567,25,Male,16,1,1,0,False,1
4568,35,Male,7,1,1,0,False,1
4569,35,Male,12,1,1,0,False,1
4570,25,Male,7,1,1,1,False,1
4571,18,Female,4,1,1,1,False,1
4572,25,Male,5,1,1,1,False,1
4573,35,Male,20,0,1,0,True,1
4574,56,Female,3,1,1,1,False,1
4575,25,Male,5,1,1,0,False,1
4576,25,Female,0,1,1,1,False,1
4577,25,Male,4,1,1,1,False,1
4578,18,Male,4,0,0,1,False,0
4579,35,Female,0,0,0,1,False,0
4580,25,Male,0,1,1,0,False,1
4581,18,Male,17,1,1,1,False,1
4582,1,Male,10,1,1,0,False,1
4583,25,Female,2,0,0,1,False,0
4584,25,Female,15,1,1,1,False,1
4585,45,Male,7,1,1,0,False,1
4586,35,Female,3,1,1,1,False,1
4587,35,Male,16,1,1,1,False,1
4588,18,Male,17,1,1,1,False,1
4589,25,Male,12,1,1,1,False,1
4590,25,Male,7,1,1,0,False,1
4591,18,Male,18,0,0,1,False,0
4592,25,Male,3,1,1,0,False,1
4593,45,Male,6,1,1,1,False,1
4594,50,Male,7,1,1,1,False,1
4595,25,Male,12,1,1,1,False,1
4596,35,Female,17,1,0,0,True,0
4597,25,Male,16,1,1,1,False,1
4598,35,Male,12,0,0,1,False,0
4599,35,Male,11,1,1,0,False,1
4600,35,Male,15,1,1,0,False,1
4601,56,Male,17,1,1,1,False,1
4602,25,Male,0,0,0,0,False,0
4603,18,Male,1,1,1,1,False,1
4604,18,Female,20,0,0,0,False,0
4605,25,Male,14,1,1,1,False,1
4606,18,Male,4,1,1,1,False,1
4607,25,Male,18,0,0,0,False,0
4608,25,Female,0,1,1,0,False,1
4609,35,Male,14,1,1,1,False,1
4610,50,Female,0,1,1,0,False,1
4611,18,Male,4,1,1,1,False,1
4612,18,Male,2,1,1,0,False,1
4613,56,Male,17,0,0,1,False,0
4614,50,Male,20,1,1,1,False,1
4615,35,Male,0,0,0,1,False,0
4616,50,Male,16,1,1,1,False,1
4617,25,Male,0,0,0,1,False,0
4618,35,Male,16,1,1,0,False,1
4619,35,Male,12,1,1,1,False,1
4620,45,Male,7,1,1,0,False,1
4621,18,Male,4,1,1,1,False,1
4622,25,Male,0,1,1,0,False,1
4623,18,Male,18,0,1,0,True,1
4624,25,Male,5,1,1,1,False,1
4625,18,Male,4,1,1,1,False,1
4626,25,Female,4,1,1,1,False,1
4627,35,Male,7,1,1,1,False,1
4628,35,Male,17,1,1,1,False,1
4629,25,Male,17,1,1,1,False,1
4630,25,Female,2,1,1,1,False,1
4631,18,Male,0,0,0,1,False,0
4632,1,Female,0,1,1,1,False,1
4633,25,Male,18,0,0,1,False,0
4634,25,Male,2,1,1,0,False,1
4635,25,Male,16,0,0,1,False,0
4636,18,Female,4,1,1,0,False,1
4637,25,Male,16,0,0,0,False,0
4638,56,Male,13,1,1,0,False,1
4639,25,Male,17,1,1,0,False,1
4640,50,Male,7,1,1,1,False,1
4641,25,Male,7,1,1,1,False,1
4642,35,Male,0,0,0,0,False,0
4643,25,Male,17,1,1,0,False,1
4644,18,Female,14,1,1,1,False,1
4645,45,Male,0,1,1,1,False,1
4646,25,Male,12,1,1,0,False,1
4647,45,Male,7,1,1,1,False,1
4648,18,Male,4,1,1,1,False,1
4649,35,Male,17,1,1,1,False,1
4650,35,Male,18,1,1,0,False,1
4651,25,Male,14,1,1,1,False,1
4652,25,Male,0,1,1,1,False,1
4653,25,Female,14,1,1,0,False,1
4654,18,Male,4,1,1,1,False,1
4655,45,Male,12,1,1,1,False,1
4656,25,Female,1,1,1,1,False,1
4657,35,Male,4,1,1,1,False,1
4658,50,Female,20,1,1,0,False,1
4659,18,Male,4,1,1,1,False,1
4660,18,Male,4,0,0,0,False,0
4661,25,Male,0,1,1,0,False,1
4662,25,Female,3,1,1,1,False,1
4663,35,Male,6,1,1,1,False,1
4664,45,Female,5,1,1,0,False,1
4665,35,Female,1,0,0,1,False,0
4666,35,Male,0,1,1,1,False,1
4667,35,Male,0,0,0,0,False,0
4668,18,Male,12,1,1,0,False,1
4669,25,Male,5,1,1,1,False,1
4670,25,Male,0,1,1,0,False,1
4671,18,Male,14,1,1,1,False,1
4672,35,Male,7,0,1,0,True,1
4673,25,Female,11,1,1,1,False,1
4674,45,Female,1,0,0,0,False,0
4675,25,Male,7,0,0,1,False,0
4676,45,Male,16,1,1,1,False,1
4677,50,Male,7,1,1,1,False,1
4678,18,Female,4,1,1,1,False,1
4679,25,Male,2,0,0,1,False,0
4680,25,Male,7,1,1,0,False,1
4681,45,Male,7,1,1,1,False,1
4682,25,Male,2,0,1,0,True,1
4683,25,Male,0,1,1,0,False,1
4684,56,Male,14,1,1,1,False,1
4685,35,Female,6,1,1,1,False,1
4686,25,Male,17,1,1,0,False,1
4687,25,Male,4,1,1,0,False,1
4688,35,Male,7,1,1,0,False,1
4689,45,Male,6,1,1,1,False,1
4690,18,Male,0,1,1,0,False,1
4691,25,Male,3,1,1,1,False,1
4692,35,Male,7,1,1,1,False,1
4693,25,Female,1,1,1,1,False,1
4694,18,Female,0,1,1,1,False,1
4695,18,Female,4,0,0,0,False,0
4696,35,Male,1,1,1,1,False,1
4697,25,Male,20,1,1,1,False,1
4698,25,Male,7,1,1,1,False,1
4699,25,Female,7,1,1,1,False,1
4700,25,Male,19,0,0,0,False,0
4701,25,Male,20,1,1,0,False,1
4702,50,Male,0,1,1,1,False,1
4703,56,Male,7,1,1,1,False,1
4704,45,Male,16,1,1,1,False,1
4705,25,Male,14,1,1,0,False,1
4706,18,Male,12,1,1,0,False,1
4707,25,Male,6,1,1,1,False,1
4708,18,Female,0,1,1,1,False,1
4709,25,Male,0,1,1,1,False,1
4710,25,Male,17,1,1,1,False,1
4711,50,Male,12,1,1,0,False,1
4712,18,Female,4,0,0,1,False,0
4713,25,Male,17,1,1,1,False,1
4714,35,Male,12,1,1,1,False,1
4715,25,Female,4,0,0,1,False,0
4716,25,Male,4,0,0,1,False,0
4717,25,Male,14,1,1,0,False,1
4718,25,Male,3,1,1,1,False,1
4719,35,Female,1,1,1,1,False,1
4720,45,Male,2,1,1,1,False,1
4721,50,Male,0,1,1,0,False,1
4722,50,Male,14,1,1,1,False,1
4723,25,Female,3,1,1,0,False,1
4724,25,Male,5,1,1,0,False,1
4725,25,Male,1,0,0,0,False,0
4726,45,Male,3,1,1,1,False,1
4727,56,Female,2,1,1,1,False,1
4728,25,Male,7,1,1,1,False,1
4729,25,Male,20,1,1,1,False,1
4730,25,Male,20,1,1,1,False,1
4731,45,Male,6,1,1,0,False,1
4732,50,Female,14,1,1,1,False,1
4733,35,Male,5,1,1,1,False,1
4734,18,Male,4,1,1,0,False,1
4735,1,Female,0,1,1,1,False,1
4736,25,Female,2,1,1,0,False,1
4737,18,Male,4,1,1,0,False,1
4738,25,Male,0,1,1,1,False,1
4739,25,Male,1,1,1,0,False,1
4740,25,Male,16,1,1,0,False,1
4741,35,Female,6,1,1,0,False,1
4742,25,Male,14,1,1,0,False,1
4743,18,Male,4,1,1,1,False,1
4744,25,Female,4,1,1,1,False,1
4745,18,Female,4,0,0,0,False,0
4746,25,Female,2,1,1,0,False,1
4747,25,Male,11,0,0,0,False,0
4748,25,Male,0,1,1,0,False,1
4749,25,Male,17,1,1,1,False,1
4750,18,Female,1,1,1,1,False,1
4751,35,Male,5,1,1,1,False,1
4752,18,Female,4,1,1,1,False,1
4753,50,Male,13,1,1,0,False,1
4754,18,Male,4,1,1,0,False,1
4755,18,Female,2,1,1,0,False,1
4756,56,Male,13,1,1,1,False,1
4757,50,Male,15,1,1,0,False,1
4758,45,Male,14,1,1,1,False,1
4759,25,Male,4,1,1,0,False,1
4760,25,Male,0,1,1,1,False,1
4761,18,Male,4,1,1,1,False,1
4762,18,Male,0,0,0,1,False,0
4763,50,Female,6,1,1,0,False,1
4764,25,Male,11,1,1,0,False,1
4765,25,Male,0,0,0,0,False,0
4766,50,Male,16,1,1,0,False,1
4767,18,Male,4,1,1,1,False,1
4768,45,Male,20,1,1,0,False,1
4769,18,Male,0,1,1,1,False,1
4770,25,Male,6,1,1,1,False,1
4771,18,Male,16,1,1,0,False,1
4772,25,Male,3,1,1,1,False,1
4773,25,Male,17,1,1,1,False,1
4774,1,Male,0,0,0,0,False,0
4775,25,Male,16,0,0,1,False,0
4776,18,Male,12,1,1,1,False,1
4777,35,Male,1,1,1,1,False,1
4778,45,Male,13,1,1,0,False,1
4779,35,Male,20,1,1,1,False,1
4780,45,Male,15,1,1,0,False,1
4781,18,Female,2,1,1,0,False,1
4782,25,Female,4,1,1,1,False,1
4783,45,Male,8,1,1,1,False,1
4784,35,Male,14,1,1,1,False,1
4785,35,Male,1,1,1,0,False,1
4786,35,Male,2,1,1,0,False,1
4787,50,Male,7,1,1,1,False,1
4788,25,Male,4,1,1,0,False,1
4789,35,Male,15,1,1,1,False,1
4790,25,Male,19,1,1,0,False,1
4791,35,Female,12,1,0,1,True,0
4792,35,Female,16,1,1,1,False,1
4793,25,Male,20,0,0,1,False,0
4794,50,Male,0,1,1,1,False,1
4795,25,Female,20,1,1,0,False,1
4796,45,Male,8,1,1,1,False,1
4797,35,Male,20,0,0,1,False,0
4798,25,Male,0,1,1,0,False,1
4799,25,Male,18,0,0,0,False,0
4800,35,Female,16,1,0,1,True,0
4801,25,Male,0,1,1,0,False,1
4802,25,Male,17,1,1,1,False,1
4803,35,Female,0,1,1,0,False,1
4804,18,Male,4,0,0,0,False,0
4805,25,Male,14,1,1,1,False,1
4806,25,Female,9,1,1,0,False,1
4807,35,Female,0,1,1,1,False,1
4808,25,Male,11,1,1,0,False,1
4809,25,Male,4,1,1,1,False,1
4810,45,Male,11,1,1,0,False,1
4811,35,Male,20,1,1,1,False,1
4812,45,Male,20,0,1,0,True,1
4813,25,Male,0,1,1,0,False,1
4814,35,Female,1,1,1,0,False,1
4815,35,Male,7,1,1,0,False,1
4816,18,Male,17,1,1,1,False,1
4817,25,Male,14,1,1,0,False,1
4818,25,Male,2,1,1,0,False,1
4819,25,Male,0,1,1,0,False,1
4820,50,Female,7,1,1,0,False,1
4821,18,Male,4,1,1,1,False,1
4822,18,Male,0,1,1,1,False,1
4823,35,Male,1,0,0,0,False,0
4824,18,Female,2,1,0,0,True,0
4825,18,Female,0,1,1,1,False,1
4826,25,Female,14,1,1,0,False,1
4827,18,Male,0,1,1,1,False,1
4828,18,Male,4,1,1,1,False,1
4829,25,Male,12,0,0,1,False,0
4830,35,Male,0,1,1,1,False,1
4831,25,Male,7,1,1,0,False,1
4832,18,Male,0,1,1,1,False,1
4833,35,Male,1,0,0,0,False,0
4834,35,Male,18,1,1,0,False,1
4835,45,Male,8,1,1,1,False,1
4836,25,Male,14,1,1,1,False,1
4837,25,Male,15,1,1,0,False,1
4838,25,Male,0,1,1,1,False,1
4839,25,Male,7,1,1,1,False,1
4840,35,Male,3,1,1,0,False,1
4841,25,Male,5,1,1,1,False,1
4842,25,Male,2,1,1,0,False,1
4843,35,Male,20,0,0,1,False,0
4844,25,Male,1,1,1,1,False,1
4845,25,Male,16,0,0,1,False,0
4846,25,Male,3,1,1,1,False,1
4847,1,Female,10,0,0,0,False,0
4848,25,Female,20,1,1,1,False,1
4849,25,Male,2,1,1,0,False,1
4850,35,Male,17,1,1,1,False,1
4851,25,Male,20,1,1,1,False,1
4852,18,Female,14,1,1,1,False,1
4853,25,Male,17,1,1,1,False,1
4854,18,Male,4,0,1,0,True,1
4855,25,Male,0,1,1,0,False,1
4856,35,Male,18,1,1,0,False,1
4857,56,Male,0,1,1,1,False,1
4858,50,Female,7,1,1,1,False,1
4859,25,Female,9,1,1,1,False,1
4860,50,Female,13,1,1,1,False,1
4861,25,Male,12,1,1,1,False,1
4862,18,Male,0,1,1,1,False,1
4863,25,Male,3,1,1,1,False,1
4864,35,Male,20,0,0,0,False,0
4865,18,Male,4,1,1,1,False,1
4866,25,Male,17,1,1,0,False,1
4867,25,Female,7,1,1,0,False,1
4868,18,Male,12,1,1,0,False,1
4869,18,Male,1,0,0,1,False,0
4870,25,Female,5,1,1,1,False,1
4871,18,Male,0,1,1,1,False,1
4872,50,Female,6,1,1,1,False,1
4873,18,Male,12,1,1,0,False,1
4874,25,Female,4,1,1,1,False,1
4875,45,Male,18,1,1,0,False,1
4876,35,Male,7,1,1,0,False,1
4877,25,Female,0,1,1,1,False,1
4878,1,Female,1,0,0,1,False,0
4879,25,Male,17,1,1,1,False,1
4880,45,Male,8,0,0,1,False,0
4881,25,Male,12,1,1,1,False,1
4882,18,Female,4,0,0,0,False,0
4883,35,Male,7,1,1,0,False,1
4884,18,Male,6,1,1,0,False,1
4885,25,Female,6,1,1,0,False,1
4886,18,Female,11,1,1,1,False,1
4887,50,Male,6,1,1,1,False,1
4888,25,Male,6,1,1,1,False,1
4889,50,Male,13,1,1,1,False,1
4890,45,Male,7,0,1,0,True,1
4891,18,Male,10,1,1,1,False,1
4892,18,Male,12,1,1,0,False,1
4893,18,Female,4,1,1,1,False,1
4894,35,Male,7,1,1,1,False,1
4895,25,Female,0,1,1,0,False,1
4896,25,Male,19,0,0,1,False,0
4897,35,Male,7,1,1,0,False,1
4898,50,Male,16,0,0,0,False,0
4899,50,Male,20,1,1,0,False,1
4900,45,Male,18,1,1,1,False,1
4901,50,Male,12,1,1,1,False,1
4902,25,Male,1,0,0,1,False,0
4903,25,Female,14,1,1,0,False,1
4904,35,Male,5,1,1,1,False,1
4905,35,Male,5,1,1,1,False,1
4906,25,Female,2,1,1,1,False,1
4907,25,Female,14,1,1,0,False,1
4908,25,Female,7,1,1,0,False,1
4909,18,Male,0,0,1,1,True,1
4910,25,Female,20,1,1,1,False,1
4911,25,Male,14,1,1,0,False,1
4912,45,Female,0,1,1,0,False,1
4913,25,Male,17,1,1,0,False,1
4914,35,Female,6,1,1,1,False,1
4915,35,Male,12,1,1,1,False,1
4916,56,Male,1,1,1,0,False,1
4917,35,Male,6,1,1,1,False,1
4918,35,Female,5,1,1,1,False,1
4919,50,Male,17,1,1,1,False,1
4920,25,Female,1,1,1,0,False,1
4921,25,Male,0,1,1,0,False,1
4922,35,Male,7,1,1,0,False,1
4923,25,Female,3,1,1,1,False,1
4924,45,Male,7,1,1,1,False,1
4925,25,Male,7,0,0,0,False,0
4926,35,Male,17,0,0,0,False,0
4927,25,Female,3,1,1,1,False,1
4928,25,Female,19,0,0,1,False,0
4929,25,Male,5,0,1,1,True,1
4930,25,Male,0,1,1,1,False,1
4931,18,Male,4,1,1,1,False,1
4932,25,Male,0,1,1,0,False,1
4933,18,Male,16,1,1,1,False,1
4934,25,Male,1,1,1,1,False,1
4935,18,Male,18,1,1,0,False,1
4936,35,Male,7,0,0,1,False,0
4937,50,Male,0,1,1,0,False,1
4938,35,Male,3,1,1,1,False,1
4939,25,Male,5,1,1,1,False,1
4940,25,Male,4,1,1,1,False,1
4941,25,Male,0,1,1,1,False,1
4942,35,Male,13,1,1,0,False,1
4943,18,Male,4,1,1,1,False,1
4944,18,Male,4,1,1,1,False,1
4945,35,Male,14,1,1,0,False,1
4946,18,Female,4,1,1,0,False,1
4947,25,Male,0,1,1,1,False,1
4948,35,Female,1,1,1,0,False,1
4949,18,Male,4,1,1,1,False,1
4950,25,Male,7,1,1,1,False,1
4951,1,Female,19,0,0,1,False,0
4952,25,Male,4,1,1,0,False,1
4953,25,Male,12,1,1,0,False,1
4954,25,Male,17,1,1,0,False,1
4955,25,Male,6,1,1,1,False,1
4956,25,Male,3,0,0,0,False,0
4957,18,Female,2,1,1,0,False,1
4958,25,Male,0,1,1,0,False,1
4959,25,Male,7,1,1,0,False,1
4960,56,Male,1,1,1,1,False,1
4961,56,Male,15,1,1,1,False,1
4962,18,Female,17,1,1,1,False,1
4963,18,Male,18,0,1,1,True,1
4964,35,Female,1,1,1,1,False,1
4965,25,Male,3,1,1,0,False,1
4966,25,Male,12,1,1,0,False,1
4967,25,Female,19,1,1,0,False,1
4968,18,Male,0,1,1,1,False,1
4969,25,Male,7,1,1,0,False,1
4970,18,Male,0,1,1,1,False,1
4971,25,Male,3,1,1,0,False,1
4972,25,Male,11,1,1,1,False,1
4973,50,Male,1,1,1,0,False,1
4974,25,Male,15,1,1,1,False,1
4975,25,Female,0,1,1,1,False,1
4976,25,Male,20,1,1,0,False,1
4977,45,Male,2,0,0,1,False,0
4978,25,Male,12,1,1,1,False,1
4979,50,Female,7,1,1,1,False,1
4980,45,Female,0,1,1,1,False,1
4981,25,Female,7,1,1,0,False,1
4982,45,Male,20,1,1,1,False,1
4983,45,Female,1,1,1,0,False,1
4984,35,Male,2,1,1,0,False,1
4985,35,Male,7,0,1,0,True,1
4986,25,Female,16,1,1,0,False,1
4987,18,Male,12,1,1,0,False,1
4988,35,Male,20,1,1,0,False,1
4989,35,Male,13,0,0,1,False,0
4990,25,Male,15,1,1,0,False,1
4991,25,Male,4,1,1,0,False,1
4992,45,Female,17,0,0,1,False,0
4993,18,Male,20,1,1,1,False,1
4994,25,Male,8,1,1,0,False,1
4995,25,Male,7,1,1,0,False,1
4996,18,Male,20,1,1,0,False,1
4997,35,Male,16,0,1,0,True,1
4998,1,Female,10,1,1,1,False,1
4999,45,Male,6,1,1,0,False,1
5000,18,Male,6,1,1,0,False,1
5001,25,Male,0,1,1,1,False,1
5002,25,Female,0,1,1,1,False,1
5003,18,Male,12,1,1,1,False,1
5004,25,Male,16,1,1,1,False,1
5005,35,Female,9,1,1,1,False,1
5006,35,Male,0,1,1,1,False,1
5007,25,Female,14,1,1,0,False,1
5008,35,Male,3,1,1,1,False,1
5009,18,Male,14,1,1,1,False,1
5010,35,Female,7,1,0,1,True,0
5011,25,Male,0,1,1,1,False,1
5012,45,Male,2,1,1,0,False,1
5013,18,Male,16,0,0,0,False,0
5014,35,Male,2,1,1,1,False,1
5015,25,Male,4,0,0,1,False,0
5016,25,Male,2,0,0,1,False,0
5017,35,Male,7,1,1,1,False,1
5018,1,Female,10,1,1,1,False,1
5019,25,Male,12,1,1,1,False,1
5020,56,Male,7,1,1,1,False,1
5021,45,Male,12,1,1,1,False,1
5022,18,Male,4,1,1,1,False,1
5023,45,Male,1,1,1,1,False,1
5024,25,Male,4,0,1,0,True,1
5025,25,Male,2,1,1,0,False,1
5026,25,Male,4,1,1,0,False,1
5027,35,Male,1,0,0,0,False,0
5028,35,Male,0,1,1,1,False,1
5029,50,Male,1,1,1,1,False,1
5030,18,Male,4,1,1,0,False,1
5031,18,Female,4,1,1,1,False,1
5032,25,Male,17,1,1,1,False,1
5033,35,Female,0,1,1,1,False,1
5034,18,Female,4,1,1,1,False,1
5035,25,Male,20,0,0,1,False,0
5036,25,Male,0,0,0,0,False,0
5037,50,Male,7,1,1,1,False,1
5038,35,Male,20,1,1,0,False,1
5039,56,Male,2,1,1,1,False,1
5040,25,Male,0,1,1,1,False,1
5041,35,Male,16,1,1,0,False,1
5042,18,Male,0,0,1,1,True,1
5043,45,Male,18,1,1,0,False,1
5044,35,Male,0,0,0,0,False,0
5045,25,Male,17,0,1,0,True,1
5046,50,Male,0,1,1,1,False,1
5047,25,Male,4,1,1,0,False,1
5048,35,Male,17,1,1,1,False,1
5049,25,Female,3,0,0,0,False,0
5050,35,Male,3,0,0,1,False,0
5051,35,Male,1,1,1,0,False,1
5052,25,Male,17,1,1,0,False,1
5053,18,Male,4,1,1,0,False,1
5054,45,Female,20,0,0,0,False,0
5055,25,Male,4,1,1,0,False,1
5056,18,Female,4,1,1,0,False,1
5057,45,Male,17,1,1,1,False,1
5058,35,Male,4,1,1,0,False,1
5059,50,Male,0,1,1,0,False,1
5060,18,Male,3,1,1,0,False,1
5061,35,Male,15,1,1,0,False,1
5062,18,Male,16,1,1,1,False,1
5063,25,Male,7,1,1,0,False,1
5064,18,Male,4,1,1,1,False,1
5065,25,Male,1,0,0,1,False,0
5066,25,Male,4,1,1,0,False,1
5067,50,Male,0,1,1,1,False,1
5068,50,Male,20,1,1,1,False,1
5069,25,Male,0,0,0,1,False,0
5070,25,Male,12,1,1,1,False,1
5071,18,Male,17,1,1,1,False,1
5072,45,Male,16,1,1,1,False,1
5073,25,Male,0,1,1,0,False,1
5074,25,Male,0,1,1,1,False,1
5075,18,Female,4,1,1,1,False,1
5076,25,Male,15,1,1,1,False,1
5077,25,Male,12,1,1,1,False,1
5078,18,Male,0,1,1,0,False,1
5079,35,Male,17,1,1,1,False,1
5080,25,Male,4,1,1,0,False,1
5081,25,Female,14,1,1,1,False,1
5082,18,Male,14,0,0,0,False,0
5083,25,Female,7,1,1,1,False,1
5084,25,Male,2,0,0,0,False,0
5085,25,Male,7,1,1,1,False,1
5086,25,Male,6,1,1,1,False,1
5087,25,Male,7,1,1,1,False,1
5088,18,Female,16,1,1,1,False,1
5089,50,Male,11,1,1,0,False,1
5090,45,Female,0,1,1,0,False,1
5091,35,Male,17,1,1,1,False,1
5092,45,Female,0,1,1,0,False,1
5093,25,Male,0,1,1,1,False,1
5094,25,Male,17,0,1,0,True,1
5095,18,Male,0,1,1,1,False,1
5096,18,Female,9,1,1,1,False,1
5097,25,Male,7,1,1,0,False,1
5098,18,Female,4,1,1,1,False,1
5099,35,Female,1,1,1,0,False,1
5100,35,Male,7,1,1,1,False,1
5101,25,Male,14,1,1,1,False,1
5102,45,Male,7,1,1,0,False,1
5103,25,Male,0,1,1,0,False,1
5104,35,Male,10,1,1,0,False,1
5105,45,Male,17,1,1,1,False,1
5106,50,Male,17,1,1,1,False,1
5107,35,Male,5,1,1,1,False,1
5108,35,Male,17,1,1,0,False,1
5109,25,Male,20,0,1,1,True,1
5110,18,Male,2,1,1,1,False,1
5111,50,Female,6,1,1,0,False,1
5112,18,Male,4,0,0,0,False,0
5113,35,Male,12,1,1,0,False,1
5114,25,Male,6,1,1,1,False,1
5115,45,Male,1,1,1,0,False,1
5116,1,Female,10,1,1,1,False,1
5117,35,Male,6,1,1,1,False,1
5118,18,Female,4,1,1,1,False,1
5119,1,Male,10,0,0,0,False,0
5120,35,Male,7,1,1,0,False,1
5121,35,Male,7,1,1,0,False,1
5122,25,Female,1,1,1,0,False,1
5123,25,Male,0,1,1,0,False,1
5124,35,Female,2,1,1,0,False,1
5125,25,Male,0,1,1,0,False,1
5126,25,Female,12,1,1,0,False,1
5127,56,Female,11,1,1,1,False,1
5128,45,Male,0,0,0,1,False,0
5129,18,Male,4,1,1,1,False,1
5130,18,Male,4,1,1,1,False,1
5131,18,Male,4,0,1,1,True,1
5132,35,Male,11,1,1,0,False,1
5133,25,Male,6,1,1,0,False,1
5134,25,Male,0,1,1,0,False,1
5135,50,Male,17,1,1,0,False,1
5136,45,Male,2,1,1,1,False,1
5137,25,Male,16,1,1,1,False,1
5138,45,Female,20,1,1,1,False,1
5139,35,Male,16,1,1,0,False,1
5140,50,Male,0,1,1,0,False,1
5141,25,Female,7,1,1,1,False,1
5142,25,Male,4,0,0,0,False,0
5143,35,Male,1,1,1,1,False,1
5144,35,Male,16,1,1,1,False,1
5145,25,Male,17,1,1,0,False,1
5146,25,Male,7,1,1,1,False,1
5147,18,Male,10,1,1,1,False,1
5148,25,Male,4,1,1,0,False,1
5149,18,Male,4,1,1,0,False,1
5150,35,Male,1,1,1,1,False,1
5151,25,Male,12,1,1,1,False,1
5152,25,Male,17,1,1,1,False,1
5153,25,Male,0,1,1,0,False,1
5154,35,Male,6,1,1,1,False,1
5155,18,Male,0,1,1,0,False,1
5156,25,Male,15,1,1,1,False,1
5157,35,Female,2,1,1,1,False,1
5158,18,Male,17,1,1,1,False,1
5159,18,Female,4,0,0,1,False,0
5160,56,Female,16,1,1,0,False,1
5161,18,Male,20,1,1,1,False,1
5162,56,Female,0,1,1,1,False,1
5163,25,Male,4,1,1,0,False,1
5164,35,Female,0,1,1,1,False,1
5165,35,Male,0,1,1,0,False,1
5166,18,Male,5,1,1,1,False,1
5167,1,Female,0,0,0,0,False,0
5168,25,Male,0,1,1,0,False,1
5169,25,Male,7,1,1,0,False,1
5170,1,Male,4,1,1,1,False,1
5171,45,Female,20,1,1,1,False,1
5172,45,Male,11,1,1,1,False,1
5173,25,Female,4,1,1,1,False,1
5174,18,Male,4,1,1,0,False,1
5175,25,Male,7,1,1,1,False,1
5176,25,Male,0,0,0,0,False,0
5177,25,Male,16,1,1,1,False,1
5178,18,Female,1,1,1,0,False,1
5179,18,Male,4,1,1,0,False,1
5180,1,Male,10,1,1,0,False,1
5181,45,Male,5,1,1,0,False,1
5182,35,Male,17,1,1,0,False,1
5183,45,Male,6,0,0,1,False,0
5184,45,Female,0,1,1,0,False,1
5185,25,Male,20,0,0,0,False,0
5186,45,Male,2,1,1,0,False,1
5187,18,Female,4,1,1,1,False,1
5188,35,Male,16,1,1,1,False,1
5189,35,Male,7,1,1,1,False,1
5190,25,Male,0,0,1,0,True,1
5191,25,Male,4,1,1,1,False,1
5192,50,Male,16,1,1,0,False,1
5193,50,Male,1,1,1,1,False,1
